student_id,enrolled_courses,video_watch_mins,avg_quiz_score,days_active,completion_status
STU_01303,"Machine Learning, Cyber Security, Blockchain",1177,76.4,37,1
STU_01304,Artificial Intelligence,897,96.0,12,1
STU_01305,"Web Development, Data Science, Artificial Intelligence",445,62.1,8,1
STU_01306,"Cyber Security, Artificial Intelligence, Web Development, Data Visualization",1117,85.0,63,0
STU_01307,"Data Visualization, Artificial Intelligence, Blockchain, Data Science, Cyber Security",1112,79.1,24,1
STU_01308,"Web Development, Data Science, Python Programming, Artificial Intelligence",1585,85.8,34,0
STU_01309,"Cyber Security, Blockchain, Python Programming",822,92.9,60,1
STU_01310,"Machine Learning, Cyber Security",1078,87.4,63,0
STU_01311,"Python Programming, Data Visualization, Artificial Intelligence",162,65.0,15,0
STU_01312,"Machine Learning, Python Programming",1259,84.5,52,1
STU_01313,Cyber Security,1356,83.7,57,1
STU_01314,"Python Programming, Cyber Security, Blockchain, Data Visualization",241,45.2,8,0
STU_01315,"Data Science, Deep Learning, Cyber Security",455,44.7,6,0
STU_01316,"Data Visualization, Deep Learning, Python Programming, Machine Learning",351,74.9,13,1
STU_01317,"Web Development, Blockchain",1331,62.6,37,1
STU_01318,"Machine Learning, Deep Learning, Python Programming",1542,73.0,58,1
STU_01319,"Deep Learning, Python Programming, Machine Learning",321,59.2,19,0
STU_01320,"Deep Learning, Machine Learning",1491,86.9,80,1
STU_01321,"Blockchain, Artificial Intelligence, Data Science",999,82.8,31,1
STU_01322,Machine Learning,478,92.1,91,1
STU_01323,"Web Development, Artificial Intelligence",987,90.2,42,1
STU_01324,"Deep Learning, Web Development",791,92.3,25,1
STU_01325,"Python Programming, Machine Learning, Deep Learning",253,73.4,9,0
STU_01326,"Blockchain, Machine Learning, Cyber Security, Deep Learning, Cloud Computing",1102,100.0,56,1
STU_01327,Cloud Computing,1033,85.2,56,1
STU_01328,"Machine Learning, Artificial Intelligence, Cyber Security, Python Programming, Data Visualization",319,23.4,20,0
STU_01329,"Machine Learning, Web Development, Data Science, Cyber Security",228,57.8,2,0
STU_01330,"Data Science, Artificial Intelligence",1136,100.0,26,1
STU_01331,"Cloud Computing, Data Visualization",1204,72.4,52,1
STU_01332,"Data Science, Cyber Security",448,66.0,12,0
STU_01333,"Python Programming, Cloud Computing, Artificial Intelligence, Web Development, Data Visualization",1269,94.0,37,1
STU_01334,"Blockchain, Deep Learning, Machine Learning",304,87.8,6,0
STU_01335,"Deep Learning, Cyber Security, Blockchain, Machine Learning",937,94.6,32,1
STU_01336,"Cloud Computing, Data Science",1239,93.3,61,1
STU_01337,"Deep Learning, Cloud Computing, Python Programming, Machine Learning, Data Science",297,28.0,6,1
STU_01338,"Web Development, Data Science, Cloud Computing, Machine Learning",628,92.3,50,1
STU_01339,"Data Science, Web Development",251,66.1,10,0
STU_01340,"Deep Learning, Data Science, Cyber Security, Blockchain, Machine Learning",10,52.9,7,0
STU_01341,"Deep Learning, Web Development, Data Science, Cyber Security, Machine Learning",818,80.6,16,1
STU_01342,"Machine Learning, Python Programming, Data Visualization, Artificial Intelligence",825,85.3,69,1
STU_01343,"Deep Learning, Data Science, Python Programming, Web Development, Cloud Computing",196,54.2,7,0
STU_01344,"Cyber Security, Cloud Computing",712,91.1,21,1
STU_01345,"Web Development, Data Science, Cyber Security",531,56.3,18,0
STU_01346,Cyber Security,1816,85.8,28,1
STU_01347,"Blockchain, Machine Learning",312,48.6,12,0
STU_01348,"Artificial Intelligence, Cyber Security",306,56.3,6,0
STU_01349,"Web Development, Artificial Intelligence, Blockchain, Data Visualization",1388,82.2,51,1
STU_01350,"Python Programming, Machine Learning",837,83.8,39,1
STU_01351,"Machine Learning, Blockchain",346,56.9,14,0
STU_01352,Web Development,1019,77.3,46,1
STU_01353,"Deep Learning, Data Visualization, Data Science, Web Development",405,72.9,12,0
STU_01354,"Cloud Computing, Deep Learning, Blockchain, Data Science, Artificial Intelligence",459,61.0,11,0
STU_01355,"Cyber Security, Data Visualization, Web Development",311,39.6,11,0
STU_01356,"Data Visualization, Web Development",150,54.4,2,0
STU_01357,"Machine Learning, Data Science, Artificial Intelligence, Blockchain, Cyber Security",829,66.0,56,1
STU_01358,"Deep Learning, Machine Learning",1664,71.2,38,1
STU_01359,"Data Visualization, Machine Learning, Python Programming, Artificial Intelligence, Deep Learning",1102,75.6,35,1
STU_01360,Blockchain,1383,82.3,44,1
STU_01361,Data Science,388,65.0,8,0
STU_01362,"Cloud Computing, Blockchain, Cyber Security",320,60.9,12,0
STU_01363,"Web Development, Cloud Computing, Cyber Security",1374,80.5,38,1
STU_01364,"Python Programming, Web Development",216,46.4,12,0
STU_01365,Cyber Security,236,70.9,10,0
STU_01366,"Cloud Computing, Data Visualization, Data Science, Artificial Intelligence",1559,83.8,41,1
STU_01367,"Python Programming, Machine Learning, Cloud Computing",1169,94.9,26,1
STU_01368,"Web Development, Deep Learning, Cyber Security, Cloud Computing, Machine Learning",362,42.0,9,0
STU_01369,"Machine Learning, Deep Learning, Python Programming",849,85.1,16,1
STU_01370,"Python Programming, Data Science, Deep Learning, Machine Learning",997,84.1,45,1
STU_01371,"Python Programming, Cloud Computing, Deep Learning, Machine Learning",935,99.0,30,1
STU_01372,"Cloud Computing, Web Development, Machine Learning",1033,80.9,30,1
STU_01373,"Data Science, Machine Learning, Web Development",581,95.9,68,1
STU_01374,Cloud Computing,10,58.3,7,0
STU_01375,"Deep Learning, Machine Learning, Web Development, Data Visualization",181,34.1,14,0
STU_01376,"Cloud Computing, Deep Learning, Cyber Security, Artificial Intelligence, Machine Learning",1253,81.3,48,1
STU_01377,"Data Science, Blockchain, Artificial Intelligence",959,60.5,41,1
STU_01378,"Blockchain, Web Development",1631,95.3,39,1
STU_01379,"Machine Learning, Data Visualization, Cyber Security",1024,81.5,48,1
STU_01380,"Data Science, Python Programming, Cyber Security",276,90.7,14,0
STU_01381,"Data Science, Cyber Security",1231,98.9,55,1
STU_01382,"Deep Learning, Data Science",309,60.4,12,0
STU_01383,"Artificial Intelligence, Data Science",946,91.4,45,1
STU_01384,"Artificial Intelligence, Cloud Computing, Data Science",10,51.6,5,1
STU_01385,"Data Visualization, Machine Learning",498,57.5,12,0
STU_01386,"Data Visualization, Python Programming, Artificial Intelligence",229,82.1,12,0
STU_01387,"Blockchain, Python Programming",1319,76.3,78,1
STU_01388,"Python Programming, Machine Learning",358,57.7,14,0
STU_01389,Machine Learning,1674,81.9,44,1
STU_01390,"Artificial Intelligence, Web Development, Data Science, Deep Learning, Machine Learning",518,46.0,2,0
STU_01391,"Cloud Computing, Deep Learning, Blockchain, Machine Learning",1292,91.6,38,1
STU_01392,"Web Development, Artificial Intelligence",1444,80.3,22,0
STU_01393,"Web Development, Python Programming",955,81.0,54,1
STU_01394,"Cloud Computing, Data Science",682,97.5,33,1
STU_01395,"Machine Learning, Artificial Intelligence, Cyber Security, Data Science",970,96.7,35,1
STU_01396,Machine Learning,369,71.4,7,0
STU_01397,"Data Visualization, Web Development",354,69.5,11,0
STU_01398,"Machine Learning, Deep Learning, Web Development",716,73.0,55,1
STU_01399,"Cyber Security, Deep Learning, Cloud Computing, Web Development",466,38.6,13,0
STU_01400,Data Visualization,10,45.4,13,0
STU_01401,"Cloud Computing, Cyber Security, Artificial Intelligence",1283,98.6,57,1
STU_01402,"Data Visualization, Artificial Intelligence",1567,78.9,58,1
STU_01403,"Cyber Security, Deep Learning, Data Science, Machine Learning",993,98.9,39,1
STU_01404,"Data Visualization, Cyber Security, Machine Learning, Python Programming",19,56.2,13,0
STU_01405,"Web Development, Machine Learning, Data Science",414,40.3,11,1
STU_01406,"Deep Learning, Artificial Intelligence, Machine Learning",1277,83.7,32,1
STU_01407,"Data Visualization, Cyber Security",446,43.8,19,0
STU_01408,Web Development,769,78.4,41,1
STU_01409,"Data Visualization, Deep Learning, Cyber Security, Blockchain, Cloud Computing",1145,98.7,30,1
STU_01410,"Data Science, Cyber Security, Machine Learning",232,71.3,11,0
STU_01411,"Artificial Intelligence, Data Science",58,44.5,1,0
STU_01412,Machine Learning,1361,87.6,62,0
STU_01413,"Data Science, Data Visualization, Deep Learning, Machine Learning, Web Development",898,75.2,40,0
STU_01414,"Machine Learning, Blockchain",1109,81.5,56,1
STU_01415,Artificial Intelligence,350,68.7,8,0
STU_01416,"Blockchain, Cloud Computing",838,81.7,70,1
STU_01417,"Blockchain, Web Development, Python Programming, Data Visualization, Cyber Security",1152,80.1,54,1
STU_01418,"Machine Learning, Data Visualization",125,91.1,50,1
STU_01419,"Cyber Security, Web Development, Python Programming, Blockchain",361,60.3,16,0
STU_01420,"Cloud Computing, Data Science",1259,68.7,31,1
STU_01421,"Data Visualization, Cyber Security",1011,82.1,34,1
STU_01422,Cyber Security,1212,83.1,22,1
STU_01423,"Web Development, Cyber Security",1392,93.0,17,1
STU_01424,"Blockchain, Python Programming",177,38.6,9,0
STU_01425,"Data Visualization, Deep Learning",276,82.8,12,0
STU_01426,"Web Development, Python Programming, Data Science, Data Visualization, Cyber Security",302,64.1,7,0
STU_01427,"Python Programming, Deep Learning, Machine Learning",1397,74.3,55,1
STU_01428,Data Visualization,277,67.6,10,0
STU_01429,"Artificial Intelligence, Web Development, Cloud Computing, Cyber Security",240,39.5,4,0
STU_01430,"Cloud Computing, Machine Learning, Deep Learning, Blockchain, Python Programming",1313,71.7,12,0
STU_01431,"Data Visualization, Blockchain, Web Development",463,32.9,12,0
STU_01432,"Web Development, Python Programming, Deep Learning, Machine Learning",262,26.6,11,0
STU_01433,"Cyber Security, Machine Learning",1291,72.5,45,1
STU_01434,Cyber Security,1377,69.7,62,1
STU_01435,"Deep Learning, Data Science, Cloud Computing, Blockchain",99,50.7,12,0
STU_01436,"Machine Learning, Blockchain",198,44.4,13,0
STU_01437,"Cloud Computing, Data Visualization",1405,84.5,30,1
STU_01438,"Machine Learning, Web Development, Deep Learning",240,68.9,9,0
STU_01439,"Blockchain, Cyber Security, Data Visualization, Machine Learning",274,18.9,2,0
STU_01440,"Cloud Computing, Blockchain",1073,86.1,39,1
STU_01441,"Blockchain, Deep Learning, Machine Learning",1325,88.6,5,1
STU_01442,"Cyber Security, Blockchain, Data Science, Python Programming, Deep Learning",1042,79.0,35,1
STU_01443,"Artificial Intelligence, Cyber Security",237,38.1,11,0
STU_01444,"Web Development, Data Visualization",1429,88.2,23,1
STU_01445,"Python Programming, Blockchain, Artificial Intelligence",284,47.8,16,0
STU_01446,"Data Science, Cloud Computing, Data Visualization",1502,78.7,40,1
STU_01447,"Machine Learning, Artificial Intelligence",606,82.3,44,1
STU_01448,"Cloud Computing, Data Science",538,59.4,11,0
STU_01449,"Data Visualization, Artificial Intelligence, Machine Learning",312,46.2,7,0
STU_01450,"Cloud Computing, Cyber Security",1315,83.3,69,1
STU_01451,"Data Visualization, Python Programming",392,23.0,15,0
STU_01452,"Python Programming, Cloud Computing, Blockchain, Deep Learning, Cyber Security, Machine Learning",1510,61.2,56,1
STU_01453,"Cyber Security, Python Programming, Blockchain, Data Visualization, Web Development",93,69.5,17,0
STU_01454,"Machine Learning, Data Visualization",837,89.3,25,1
STU_01455,Machine Learning,481,21.3,17,0
STU_01456,"Data Science, Artificial Intelligence, Machine Learning, Cloud Computing",1077,86.7,24,1
STU_01457,"Blockchain, Web Development, Cloud Computing, Artificial Intelligence",1288,87.9,35,1
STU_01458,"Machine Learning, Deep Learning",36,51.6,9,0
STU_01459,"Data Visualization, Artificial Intelligence, Web Development, Machine Learning",569,67.9,8,0
STU_01460,"Cloud Computing, Cyber Security, Data Visualization",400,62.6,13,0
STU_01461,"Cyber Security, Blockchain",392,21.2,6,1
STU_01462,"Deep Learning, Blockchain, Data Visualization, Artificial Intelligence",965,76.4,35,1
STU_01463,"Data Science, Deep Learning, Cyber Security",1085,90.4,41,0
STU_01464,"Web Development, Python Programming, Blockchain",1006,98.2,48,1
STU_01465,"Artificial Intelligence, Cloud Computing, Data Visualization, Data Science, Deep Learning",369,74.5,7,0
STU_01466,"Machine Learning, Blockchain, Artificial Intelligence, Data Visualization, Cyber Security",298,39.2,8,1
STU_01467,"Data Visualization, Cloud Computing, Blockchain",397,30.6,3,0
STU_01468,"Artificial Intelligence, Cloud Computing, Web Development, Data Visualization",1840,81.3,19,1
STU_01469,"Deep Learning, Data Visualization, Python Programming, Machine Learning",468,64.7,18,0
STU_01470,"Cyber Security, Web Development",845,83.3,54,1
STU_01471,"Deep Learning, Data Visualization, Machine Learning",1516,84.6,56,1
STU_01472,"Blockchain, Machine Learning",307,39.3,9,0
STU_01473,"Blockchain, Deep Learning, Cyber Security, Web Development, Machine Learning",359,51.2,20,0
STU_01474,"Cyber Security, Data Science, Python Programming",1269,87.7,30,1
STU_01475,"Deep Learning, Machine Learning",117,54.9,7,0
STU_01476,"Data Science, Data Visualization",863,78.3,47,1
STU_01477,"Cyber Security, Data Science, Cloud Computing",344,35.9,14,0
STU_01478,"Deep Learning, Cloud Computing, Artificial Intelligence, Machine Learning",605,72.5,6,0
STU_01479,"Data Visualization, Artificial Intelligence",628,51.5,2,0
STU_01480,Blockchain,1484,77.5,50,1
STU_01481,"Machine Learning, Cyber Security",474,59.8,2,0
STU_01482,Data Science,403,51.8,14,0
STU_01483,"Web Development, Cloud Computing, Data Science",274,66.5,10,0
STU_01484,"Web Development, Machine Learning, Python Programming, Deep Learning",784,91.6,71,1
STU_01485,"Cyber Security, Web Development, Machine Learning, Blockchain",1228,74.5,41,1
STU_01486,"Cloud Computing, Web Development",1491,83.3,40,1
STU_01487,"Data Visualization, Artificial Intelligence",1174,86.7,74,1
STU_01488,"Cloud Computing, Artificial Intelligence",1063,100.0,43,1
STU_01489,"Data Science, Python Programming, Cloud Computing, Web Development",523,71.7,11,0
STU_01490,"Artificial Intelligence, Deep Learning, Machine Learning",1058,86.5,49,0
STU_01491,"Cyber Security, Data Science, Deep Learning",255,33.1,16,0
STU_01492,Data Visualization,1374,92.9,36,1
STU_01493,"Cloud Computing, Machine Learning, Blockchain",621,81.0,68,0
STU_01494,"Artificial Intelligence, Cyber Security",1368,99.5,59,1
STU_01495,"Web Development, Python Programming, Blockchain",47,50.6,9,0
STU_01496,"Cloud Computing, Data Visualization, Deep Learning, Machine Learning",714,98.8,34,1
STU_01497,Web Development,337,54.8,6,0
STU_01498,"Cyber Security, Deep Learning, Web Development, Machine Learning",398,47.7,2,0
STU_01499,"Data Science, Cloud Computing, Machine Learning",190,65.9,10,1
STU_01500,"Cyber Security, Cloud Computing",1423,100.0,45,1
STU_01501,"Cloud Computing, Web Development, Blockchain",1585,49.6,51,1
STU_01502,"Data Science, Deep Learning, Cyber Security",229,60.4,7,1
STU_01503,"Cyber Security, Python Programming, Artificial Intelligence, Machine Learning",277,62.6,10,0
STU_01504,Cyber Security,131,46.5,2,0
STU_01505,"Data Visualization, Machine Learning",1136,99.2,36,1
STU_01506,"Python Programming, Cyber Security, Deep Learning",972,88.3,29,1
STU_01507,"Machine Learning, Data Science, Web Development",342,57.1,7,0
STU_01508,"Cloud Computing, Data Science",1087,84.0,54,1
STU_01509,Cloud Computing,1022,84.3,14,1
STU_01510,"Artificial Intelligence, Python Programming",1364,94.7,49,1
STU_01511,"Data Visualization, Machine Learning, Artificial Intelligence",1584,82.4,17,1
STU_01512,"Deep Learning, Machine Learning",1280,93.6,50,1
STU_01513,"Data Visualization, Deep Learning, Machine Learning",1308,88.2,41,1
STU_01514,"Data Science, Python Programming, Machine Learning, Artificial Intelligence",1315,90.6,16,1
STU_01515,Cyber Security,712,81.3,53,1
STU_01516,Python Programming,144,48.3,3,0
STU_01517,"Web Development, Cyber Security",94,38.4,10,0
STU_01518,Web Development,350,70.3,9,1
STU_01519,"Cloud Computing, Deep Learning",1263,81.7,64,1
STU_01520,Web Development,592,60.1,5,0
STU_01521,"Data Science, Artificial Intelligence",2126,87.8,46,1
STU_01522,"Machine Learning, Python Programming, Artificial Intelligence, Web Development",291,49.2,11,0
STU_01523,Data Science,113,54.6,1,0
STU_01524,"Data Visualization, Cloud Computing, Data Science",268,52.1,4,0
STU_01525,"Deep Learning, Blockchain, Machine Learning",1489,78.2,16,1
STU_01526,"Cloud Computing, Data Visualization",338,56.6,8,0
STU_01527,"Deep Learning, Data Science, Machine Learning",732,100.0,39,0
STU_01528,"Deep Learning, Cyber Security",1255,92.0,32,1
STU_01529,"Cyber Security, Blockchain",776,88.6,12,1
STU_01530,"Cloud Computing, Cyber Security",1282,89.6,76,1
STU_01531,"Cyber Security, Cloud Computing, Data Science, Machine Learning",1679,76.4,87,1
STU_01532,"Artificial Intelligence, Blockchain",482,68.7,7,1
STU_01533,"Blockchain, Machine Learning, Python Programming",1148,89.4,44,1
STU_01534,"Data Visualization, Machine Learning, Cyber Security",1021,90.1,35,1
STU_01535,"Cloud Computing, Deep Learning, Web Development, Cyber Security, Python Programming",356,65.4,19,0
STU_01536,"Cyber Security, Data Science, Blockchain, Data Visualization",10,20.4,8,0
STU_01537,"Cloud Computing, Deep Learning, Machine Learning",812,88.3,49,1
STU_01538,"Web Development, Cloud Computing, Deep Learning",1401,87.2,32,1
STU_01539,Data Science,307,42.7,17,1
STU_01540,Cloud Computing,688,72.5,41,1
STU_01541,"Blockchain, Python Programming, Web Development, Artificial Intelligence, Cyber Security",575,64.0,6,0
STU_01542,"Cyber Security, Data Visualization, Web Development, Data Science, Cloud Computing",1116,79.0,19,1
STU_01543,"Data Visualization, Cloud Computing, Machine Learning",35,59.4,11,0
STU_01544,"Machine Learning, Python Programming",1399,86.8,38,1
STU_01545,"Python Programming, Artificial Intelligence, Cyber Security",684,73.0,54,1
STU_01546,"Data Visualization, Blockchain, Artificial Intelligence, Python Programming, Data Science",868,88.6,27,1
STU_01547,"Data Visualization, Python Programming",57,49.7,9,1
STU_01548,"Cyber Security, Web Development, Blockchain",496,41.2,7,0
STU_01549,Artificial Intelligence,166,64.4,5,0
STU_01550,"Data Visualization, Python Programming",535,21.6,7,0
STU_01551,Data Visualization,1524,72.4,26,1
STU_01552,"Web Development, Blockchain",1488,79.3,36,0
STU_01553,Data Visualization,1152,87.2,33,1
STU_01554,Web Development,921,78.6,48,1
STU_01555,Cyber Security,96,73.4,12,0
STU_01556,"Python Programming, Data Visualization",1730,76.8,49,1
STU_01557,"Cloud Computing, Data Visualization, Cyber Security",52,48.3,14,0
STU_01558,"Deep Learning, Cyber Security, Data Visualization, Python Programming, Machine Learning",341,32.8,18,0
STU_01559,"Deep Learning, Cyber Security, Machine Learning",278,29.7,13,1
STU_01560,"Deep Learning, Cyber Security, Machine Learning",265,34.0,2,0
STU_01561,"Data Visualization, Deep Learning, Cyber Security, Web Development",478,78.6,15,0
STU_01562,Machine Learning,1039,85.4,61,1
STU_01563,"Artificial Intelligence, Data Science",1827,84.6,15,1
STU_01564,Data Visualization,997,83.2,1,1
STU_01565,"Artificial Intelligence, Web Development",964,100.0,46,1
STU_01566,"Deep Learning, Cloud Computing, Web Development, Cyber Security, Machine Learning",1340,82.7,31,1
STU_01567,"Python Programming, Machine Learning",463,58.1,8,0
STU_01568,"Artificial Intelligence, Machine Learning, Web Development",1345,97.5,47,1
STU_01569,Deep Learning,1248,74.4,43,1
STU_01570,"Data Science, Blockchain",1382,91.7,47,1
STU_01571,"Python Programming, Cyber Security, Blockchain, Data Visualization",1276,76.0,36,1
STU_01572,"Web Development, Machine Learning",1453,86.0,10,0
STU_01573,"Machine Learning, Data Science, Web Development",948,98.2,65,1
STU_01574,"Data Science, Cloud Computing, Cyber Security",1737,71.8,56,1
STU_01575,Machine Learning,256,48.9,16,0
STU_01576,"Data Science, Machine Learning, Artificial Intelligence",1200,79.0,62,1
STU_01577,"Python Programming, Artificial Intelligence",829,80.7,47,1
STU_01578,"Cloud Computing, Blockchain, Data Science, Python Programming, Cyber Security",202,44.3,14,0
STU_01579,"Deep Learning, Artificial Intelligence, Data Science, Data Visualization",1277,86.2,71,1
STU_01580,"Data Visualization, Web Development",907,76.9,76,1
STU_01581,"Blockchain, Deep Learning",2172,94.0,54,1
STU_01582,"Blockchain, Machine Learning, Web Development",419,60.1,7,0
STU_01583,"Data Science, Data Visualization, Python Programming",283,49.3,4,0
STU_01584,"Data Science, Python Programming, Cloud Computing",1242,100.0,54,1
STU_01585,"Blockchain, Cloud Computing, Deep Learning, Data Science, Machine Learning",452,73.2,10,0
STU_01586,"Data Science, Data Visualization, Cyber Security",889,100.0,36,1
STU_01587,"Web Development, Cyber Security, Deep Learning",1349,92.5,59,1
STU_01588,"Artificial Intelligence, Cloud Computing",116,68.0,10,0
STU_01589,"Data Visualization, Data Science",892,90.6,22,1
STU_01590,"Artificial Intelligence, Machine Learning",1542,75.6,36,1
STU_01591,"Deep Learning, Data Science, Python Programming, Cyber Security",769,79.2,16,1
STU_01592,"Cloud Computing, Data Visualization, Machine Learning",1035,84.4,51,1
STU_01593,"Cloud Computing, Blockchain, Deep Learning, Python Programming, Machine Learning",846,87.3,47,1
STU_01594,"Cloud Computing, Python Programming, Cyber Security",593,52.8,14,0
STU_01595,"Web Development, Blockchain, Artificial Intelligence, Data Science",288,79.9,1,0
STU_01596,"Web Development, Data Science, Data Visualization, Cloud Computing, Deep Learning, Machine Learning",445,50.2,10,0
STU_01597,"Deep Learning, Cyber Security, Machine Learning",1034,86.5,44,1
STU_01598,"Machine Learning, Web Development",237,30.5,7,1
STU_01599,"Cyber Security, Artificial Intelligence",1245,100.0,35,1
STU_01600,"Blockchain, Data Visualization, Web Development",892,93.2,57,1
STU_01601,"Data Visualization, Cyber Security, Blockchain",1116,100.0,39,1
STU_01602,"Data Science, Web Development, Blockchain",1232,85.0,67,1
STU_01603,"Blockchain, Web Development",429,34.8,13,0
STU_01604,"Cyber Security, Python Programming",1317,88.4,67,1
STU_01605,"Deep Learning, Machine Learning, Data Visualization, Python Programming",564,96.8,17,0
STU_01606,"Python Programming, Blockchain, Data Science, Web Development, Cyber Security",372,55.7,13,0
STU_01607,"Cloud Computing, Cyber Security, Python Programming",927,84.6,56,1
STU_01608,"Web Development, Data Visualization",423,68.0,7,1
STU_01609,Cloud Computing,248,63.0,13,0
STU_01610,"Cyber Security, Python Programming, Machine Learning",1242,100.0,33,0
STU_01611,"Python Programming, Data Visualization",1421,97.8,38,1
STU_01612,Cyber Security,1157,100.0,49,1
STU_01613,"Cyber Security, Data Science, Blockchain",810,78.4,33,1
STU_01614,"Cyber Security, Web Development, Data Science, Data Visualization, Deep Learning, Machine Learning",1171,87.6,44,1
STU_01615,"Data Visualization, Web Development, Artificial Intelligence",1319,87.5,55,1
STU_01616,"Python Programming, Cyber Security, Cloud Computing",1163,73.6,46,1
STU_01617,Python Programming,1411,87.3,54,1
STU_01618,Cloud Computing,869,73.7,50,1
STU_01619,"Blockchain, Machine Learning, Artificial Intelligence",1096,66.3,27,1
STU_01620,"Python Programming, Blockchain, Artificial Intelligence",1306,95.4,26,1
STU_01621,"Python Programming, Machine Learning",971,88.9,21,1
STU_01622,"Python Programming, Cloud Computing, Artificial Intelligence",232,63.3,8,0
STU_01623,"Web Development, Cyber Security, Machine Learning, Data Visualization",1338,72.7,41,1
STU_01624,"Web Development, Python Programming, Cyber Security",968,96.7,67,0
STU_01625,"Data Visualization, Data Science",953,82.5,45,1
STU_01626,"Deep Learning, Data Visualization, Cloud Computing, Machine Learning",1744,77.0,27,1
STU_01627,"Cloud Computing, Data Science",304,55.3,1,0
STU_01628,Data Science,473,54.8,13,0
STU_01629,"Data Science, Python Programming",1598,100.0,39,1
STU_01630,"Python Programming, Web Development, Cloud Computing",85,43.4,5,0
STU_01631,Data Visualization,984,81.6,49,1
STU_01632,"Machine Learning, Python Programming, Artificial Intelligence, Web Development",1030,83.4,31,1
STU_01633,"Cyber Security, Blockchain",697,86.1,15,1
STU_01634,"Machine Learning, Cloud Computing",433,78.7,6,0
STU_01635,"Data Visualization, Machine Learning",1413,65.8,24,1
STU_01636,"Artificial Intelligence, Python Programming, Cloud Computing, Cyber Security",1081,83.4,26,1
STU_01637,"Artificial Intelligence, Blockchain, Data Science",160,77.9,10,0
STU_01638,"Machine Learning, Blockchain",457,54.1,6,1
STU_01639,"Deep Learning, Blockchain, Data Science, Data Visualization, Machine Learning",1536,88.9,29,1
STU_01640,Blockchain,1195,95.8,28,0
STU_01641,"Cyber Security, Cloud Computing, Data Science",293,26.6,1,1
STU_01642,"Cyber Security, Cloud Computing",725,82.0,39,1
STU_01643,Data Visualization,757,95.2,26,1
STU_01644,Artificial Intelligence,788,100.0,73,1
STU_01645,"Python Programming, Data Science, Machine Learning",536,36.8,20,0
STU_01646,"Machine Learning, Data Science, Cloud Computing, Artificial Intelligence",20,47.9,3,0
STU_01647,"Deep Learning, Web Development",874,81.9,66,1
STU_01648,"Cloud Computing, Artificial Intelligence",1205,97.0,44,1
STU_01649,"Artificial Intelligence, Cyber Security, Deep Learning, Machine Learning",689,84.3,47,1
STU_01650,"Python Programming, Cyber Security",444,67.4,6,0
STU_01651,Data Science,1063,97.8,60,1
STU_01652,"Cyber Security, Data Visualization",1193,78.7,45,1
STU_01653,Machine Learning,1437,73.8,71,1
STU_01654,"Cyber Security, Machine Learning, Deep Learning",880,79.0,52,1
STU_01655,"Web Development, Deep Learning, Data Visualization, Machine Learning",1351,99.1,26,1
STU_01656,Python Programming,173,94.6,11,0
STU_01657,"Artificial Intelligence, Cyber Security",10,49.0,13,0
STU_01658,"Cloud Computing, Deep Learning, Machine Learning",1280,75.0,40,1
STU_01659,"Artificial Intelligence, Web Development, Cyber Security",1279,86.4,47,0
STU_01660,Cyber Security,1007,85.7,59,1
STU_01661,"Artificial Intelligence, Python Programming, Web Development",1116,87.6,33,1
STU_01662,"Machine Learning, Cloud Computing",1084,81.0,46,1
STU_01663,"Blockchain, Artificial Intelligence",1176,80.4,29,1
STU_01664,"Web Development, Data Science, Machine Learning, Cloud Computing",363,36.9,10,0
STU_01665,"Cloud Computing, Artificial Intelligence, Web Development, Machine Learning",1443,94.0,31,0
STU_01666,"Blockchain, Cloud Computing",1392,74.6,55,1
STU_01667,"Python Programming, Data Visualization",1400,91.7,66,1
STU_01668,"Python Programming, Deep Learning, Data Visualization, Cyber Security",265,37.1,13,0
STU_01669,"Cyber Security, Web Development",191,49.8,5,0
STU_01670,"Artificial Intelligence, Python Programming",198,69.4,15,0
STU_01671,Cyber Security,318,66.7,16,0
STU_01672,"Deep Learning, Machine Learning",992,84.3,45,1
STU_01673,"Artificial Intelligence, Data Visualization, Machine Learning, Cyber Security",611,43.2,13,0
STU_01674,"Machine Learning, Web Development, Python Programming",873,100.0,37,1
STU_01675,"Web Development, Deep Learning",299,69.6,12,0
STU_01676,"Deep Learning, Python Programming",1337,80.1,23,1
STU_01677,"Machine Learning, Cyber Security, Web Development, Deep Learning",1241,69.5,36,1
STU_01678,"Python Programming, Web Development, Data Visualization",468,48.4,8,0
STU_01679,"Machine Learning, Data Science, Python Programming",1116,80.1,38,1
STU_01680,"Cloud Computing, Data Visualization, Machine Learning, Python Programming, Deep Learning",439,41.1,9,0
STU_01681,"Data Visualization, Web Development, Machine Learning",1492,91.2,20,1
STU_01682,"Web Development, Python Programming",889,100.0,29,1
STU_01683,"Data Visualization, Machine Learning, Deep Learning",1196,81.6,36,1
STU_01684,"Python Programming, Cyber Security, Deep Learning, Machine Learning",10,25.3,2,0
STU_01685,"Machine Learning, Artificial Intelligence, Data Science",1472,90.1,54,1
STU_01686,"Data Visualization, Cyber Security, Blockchain",86,51.3,1,0
STU_01687,"Python Programming, Web Development",244,48.1,11,0
STU_01688,"Blockchain, Deep Learning, Cloud Computing, Machine Learning",996,83.3,61,1
STU_01689,"Cyber Security, Cloud Computing, Deep Learning, Machine Learning",1208,89.3,41,1
STU_01690,"Data Science, Python Programming, Artificial Intelligence",798,79.8,43,1
